"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 11:03:09 COT 2024","Thu Feb 22 11:03:09 COT 2024","605","","template spec","","","","passes",""
